row,cid,primera,segunda ,tercera,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,smiles,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
512,70965072,-9.6,-8.8,-8.7,"N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-2-[1-(2-fluoropyridin-4-yl)piperidin-4-yl]acetamide",SCHEMBL13669909,561.1,C29H30ClFN8O,107,930,4,40,3,9,4,"InChI=1S/C29H30ClFN8O/c30-24-17-34-29-36-22-11-19(15-32-16-22)1-2-20-13-21(35-28(24)38-29)3-4-25(20)37-27(40)12-18-6-9-39(10-7-18)23-5-8-33-26(31)14-23/h3-5,8,13-19H,1-2,6-7,9-12H2,(H,37,40)(H2,34,35,36,38)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CN=CC1C4)NC(=O)CC5CCN(CC5)C6=CC(=NC=C6)F,CCBDIKXVJBWQCI-UHFFFAOYSA-N,"N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-2-[1-(2-fluoropyridin-4-yl)piperidin-4-yl]acetamide",NULL,Classification|Patents,2,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
513,70965073,-9.2,-8.9,-8.8,"1-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-[(3S)-1-(5-methyl-1,2-oxazole-3-carbonyl)pyrrolidin-3-yl]urea",SCHEMBL13669910,562,C27H28ClN9O3,150,998,2.5,40,4,9,3,"InChI=1S/C27H28ClN9O3/c1-15-8-23(36-40-15)25(38)37-7-6-19(14-37)33-27(39)34-22-5-4-18-10-17(22)3-2-16-9-20(12-29-11-16)32-26-30-13-21(28)24(31-18)35-26/h4-5,8,10-13,16,19H,2-3,6-7,9,14H2,1H3,(H2,33,34,39)(H2,30,31,32,35)/t16?,19-/m0/s1",CC1=CC(=NO1)C(=O)N2CC[C@@H](C2)NC(=O)NC3=C4CCC5CC(=CN=C5)NC6=NC=C(C(=N6)NC(=C4)C=C3)Cl,OPNZCDNRCIDUGO-CVMIBEPCSA-N,"1-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-[(3S)-1-(5-methyl-1,2-oxazole-3-carbonyl)pyrrolidin-3-yl]urea",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
514,70965074,-8.3,-7.8,-7.8,"1-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-[(3S)-1-(1-methylpyrazole-3-carbonyl)pyrrolidin-3-yl]urea",SCHEMBL13669911,561,C27H29ClN10O2,142,996,2,40,4,8,3,"InChI=1S/C27H29ClN10O2/c1-37-8-7-23(36-37)25(39)38-9-6-19(15-38)33-27(40)34-22-5-4-18-11-17(22)3-2-16-10-20(13-29-12-16)32-26-30-14-21(28)24(31-18)35-26/h4-5,7-8,11-14,16,19H,2-3,6,9-10,15H2,1H3,(H2,33,34,40)(H2,30,31,32,35)/t16?,19-/m0/s1",CN1C=CC(=N1)C(=O)N2CC[C@@H](C2)NC(=O)NC3=C4CCC5CC(=CN=C5)NC6=NC=C(C(=N6)NC(=C4)C=C3)Cl,IMYULXSQHHOUEL-CVMIBEPCSA-N,"1-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-[(3S)-1-(1-methylpyrazole-3-carbonyl)pyrrolidin-3-yl]urea",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
515,70965075,-8.2,-8.2,-7.8,"2-chloro-N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)benzamide",SCHEMBL13669913,478.4,C25H21Cl2N5O,78.9,761,6.4,33,3,5,2,"InChI=1S/C25H21Cl2N5O/c26-20-7-2-1-6-19(20)24(33)31-22-11-10-18-13-16(22)9-8-15-4-3-5-17(12-15)30-25-28-14-21(27)23(29-18)32-25/h1-7,10-11,13-15H,8-9,12H2,(H,31,33)(H2,28,29,30,32)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CC=CC1C4)NC(=O)C5=CC=CC=C5Cl,FWKHHHAWCSHACD-UHFFFAOYSA-N,"2-chloro-N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)benzamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
516,70965076,-7.6,-7.5,-7.4,"Tert-butyl 4-[(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)carbamoyl]piperazine-1-carboxylate",SCHEMBL13669914,553.1,C27H33ClN8O3,124,948,2.9,39,3,8,3,"InChI=1S/C27H33ClN8O3/c1-27(2,3)39-26(38)36-10-8-35(9-11-36)25(37)33-22-7-6-19-13-18(22)5-4-17-12-20(15-29-14-17)32-24-30-16-21(28)23(31-19)34-24/h6-7,13-17H,4-5,8-12H2,1-3H3,(H,33,37)(H2,30,31,32,34)",CC(C)(C)OC(=O)N1CCN(CC1)C(=O)NC2=C3CCC4CC(=CN=C4)NC5=NC=C(C(=N5)NC(=C3)C=C2)Cl,WIPFXZFDHPGLOZ-UHFFFAOYSA-N,"tert-butyl 4-[(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)carbamoyl]piperazine-1-carboxylate",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
517,70965077,-8.5,-8.4,-8.2,"4-chloro-N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)benzamide",SCHEMBL13669915,478.4,C25H21Cl2N5O,78.9,753,6.4,33,3,5,2,"InChI=1S/C25H21Cl2N5O/c26-18-8-6-16(7-9-18)24(33)31-22-11-10-20-13-17(22)5-4-15-2-1-3-19(12-15)30-25-28-14-21(27)23(29-20)32-25/h1-3,6-11,13-15H,4-5,12H2,(H,31,33)(H2,28,29,30,32)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CC=CC1C4)NC(=O)C5=CC=C(C=C5)Cl,BVBAVURLNOXVLC-UHFFFAOYSA-N,"4-chloro-N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)benzamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
518,70965079,-7.5,-7.5,-7.4,"N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)pyrazine-2-carboxamide",SCHEMBL13669917,445.9,C23H20ClN7O,105,731,3.9,32,3,7,2,"InChI=1S/C23H20ClN7O/c24-18-12-27-23-29-16-3-1-2-14(10-16)4-5-15-11-17(28-21(18)31-23)6-7-19(15)30-22(32)20-13-25-8-9-26-20/h1-3,6-9,11-14H,4-5,10H2,(H,30,32)(H2,27,28,29,31)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CC=CC1C4)NC(=O)C5=NC=CN=C5,JLZKDEXDQRKUDT-UHFFFAOYSA-N,"N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)pyrazine-2-carboxamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
519,70965081,-7,-7,-6.6,"6-Chloro-2,4,8,14,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-15-one",SCHEMBL13669920,339.8,C17H14ClN5O,78.9,551,3.2,24,3,5,0,"InChI=1S/C17H14ClN5O/c18-14-9-19-17-22-11-4-1-3-10(7-11)16(24)21-13-6-2-5-12(8-13)20-15(14)23-17/h1-6,8-10H,7H2,(H,21,24)(H2,19,20,22,23)",C1C2C=CC=C1NC3=NC=C(C(=N3)NC4=CC(=CC=C4)NC2=O)Cl,ZCOALFBNPSIRRV-UHFFFAOYSA-N,"6-chloro-2,4,8,14,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-15-one",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
520,70965082,-6.8,-6.7,-6.7,"Methyl 6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaene-12-carboxylate",SCHEMBL13669921,383.8,C19H18ClN5O2,88.5,613,2.9,27,2,7,2,"InChI=1S/C19H18ClN5O2/c1-27-18(26)15-5-4-13-7-12(15)3-2-11-6-14(9-21-8-11)24-19-22-10-16(20)17(23-13)25-19/h4-5,7-11H,2-3,6H2,1H3,(H2,22,23,24,25)",COC(=O)C1=C2CCC3CC(=CN=C3)NC4=NC=C(C(=N4)NC(=C2)C=C1)Cl,XXMBOZXFQUPDLU-UHFFFAOYSA-N,"methyl 6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaene-12-carboxylate",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
521,70965083,-8.4,-8.2,-8.1,"1-(6-Chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-(4-methylthiophen-2-yl)urea",SCHEMBL13669922,479,C24H23ClN6OS,119,765,5.9,33,4,6,2,"InChI=1S/C24H23ClN6OS/c1-14-9-21(33-13-14)30-24(32)29-20-8-7-18-11-16(20)6-5-15-3-2-4-17(10-15)28-23-26-12-19(25)22(27-18)31-23/h2-4,7-9,11-13,15H,5-6,10H2,1H3,(H2,29,30,32)(H2,26,27,28,31)",CC1=CSC(=C1)NC(=O)NC2=C3CCC4CC(=CC=C4)NC5=NC=C(C(=N5)NC(=C3)C=C2)Cl,RVFJAAQWBSCPBM-UHFFFAOYSA-N,"1-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-(4-methylthiophen-2-yl)urea",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
522,70965084,-7.2,-7.1,-7,"1-(6-Chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-methylurea",SCHEMBL13669923,397.9,C19H20ClN7O,103,627,2,28,4,6,1,"InChI=1S/C19H20ClN7O/c1-21-19(28)26-16-5-4-13-7-12(16)3-2-11-6-14(9-22-8-11)25-18-23-10-15(20)17(24-13)27-18/h4-5,7-11H,2-3,6H2,1H3,(H2,21,26,28)(H2,23,24,25,27)",CNC(=O)NC1=C2CCC3CC(=CN=C3)NC4=NC=C(C(=N4)NC(=C2)C=C1)Cl,HIRURFLHBAWRFA-UHFFFAOYSA-N,"1-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-methylurea",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
523,70965085,-8.5,-8.5,-8.3,"1-acetyl-N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)piperidine-4-carboxamide",SCHEMBL13669927,493,C26H29ClN6O2,99.2,842,4,35,3,6,2,"InChI=1S/C26H29ClN6O2/c1-16(34)33-11-9-18(10-12-33)25(35)31-23-8-7-21-14-19(23)6-5-17-3-2-4-20(13-17)30-26-28-15-22(27)24(29-21)32-26/h2-4,7-8,14-15,17-18H,5-6,9-13H2,1H3,(H,31,35)(H2,28,29,30,32)",CC(=O)N1CCC(CC1)C(=O)NC2=C3CCC4CC(=CC=C4)NC5=NC=C(C(=N5)NC(=C3)C=C2)Cl,UAXIWLBDTUKDPT-UHFFFAOYSA-N,"1-acetyl-N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)piperidine-4-carboxamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
524,70965086,-9.7,-9.6,-9,"N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-1-(2-phenylacetyl)piperidine-4-carboxamide",SCHEMBL13669930,569.1,C32H33ClN6O2,99.2,975,5.6,41,3,6,4,"InChI=1S/C32H33ClN6O2/c33-27-20-34-32-36-25-8-4-7-22(17-25)9-10-24-19-26(35-30(27)38-32)11-12-28(24)37-31(41)23-13-15-39(16-14-23)29(40)18-21-5-2-1-3-6-21/h1-8,11-12,19-20,22-23H,9-10,13-18H2,(H,37,41)(H2,34,35,36,38)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CC=CC1C4)NC(=O)C5CCN(CC5)C(=O)CC6=CC=CC=C6,BSXGMWHGHNPGSP-UHFFFAOYSA-N,"N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-1-(2-phenylacetyl)piperidine-4-carboxamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
525,70965087,-9.5,-8.9,-8.7,"2-(1-benzoylpiperidin-4-yl)-N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)acetamide",SCHEMBL13669931,569.1,C32H33ClN6O2,99.2,975,5.9,41,3,6,4,"InChI=1S/C32H33ClN6O2/c33-27-20-34-32-36-25-8-4-5-21(17-25)9-10-24-19-26(35-30(27)38-32)11-12-28(24)37-29(40)18-22-13-15-39(16-14-22)31(41)23-6-2-1-3-7-23/h1-8,11-12,19-22H,9-10,13-18H2,(H,37,40)(H2,34,35,36,38)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CC=CC1C4)NC(=O)CC5CCN(CC5)C(=O)C6=CC=CC=C6,RYPWKOPZJUHSJD-UHFFFAOYSA-N,"2-(1-benzoylpiperidin-4-yl)-N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)acetamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
526,70965088,-8.1,-7.5,-7.5,"(6-Chloro-2,4,8,14,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-14-yl)-(4-methylphenyl)methanone",SCHEMBL13669933,443.9,C25H22ClN5O,70.2,734,5.5,32,2,5,1,"InChI=1S/C25H22ClN5O/c1-16-8-10-18(11-9-16)24(32)31-15-17-4-2-5-19(12-17)29-25-27-14-22(26)23(30-25)28-20-6-3-7-21(31)13-20/h2-11,13-14,17H,12,15H2,1H3,(H2,27,28,29,30)",CC1=CC=C(C=C1)C(=O)N2CC3CC(=CC=C3)NC4=NC=C(C(=N4)NC5=CC2=CC=C5)Cl,QGRFWYLPZWZBAM-UHFFFAOYSA-N,"(6-chloro-2,4,8,14,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-14-yl)-(4-methylphenyl)methanone",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
527,70965089,-9.6,-8.4,-8.2,"4-N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-1-N-cyclopentylpiperidine-1,4-dicarboxamide",SCHEMBL13669934,562.1,C30H36ClN7O2,111,962,5.1,40,4,6,3,"InChI=1S/C30H36ClN7O2/c31-25-18-32-29-34-23-7-3-4-19(16-23)8-9-21-17-24(33-27(25)37-29)10-11-26(21)36-28(39)20-12-14-38(15-13-20)30(40)35-22-5-1-2-6-22/h3-4,7,10-11,17-20,22H,1-2,5-6,8-9,12-16H2,(H,35,40)(H,36,39)(H2,32,33,34,37)",C1CCC(C1)NC(=O)N2CCC(CC2)C(=O)NC3=C4CCC5CC(=CC=C5)NC6=NC=C(C(=N6)NC(=C4)C=C3)Cl,XWBLRNFWXCOKMA-UHFFFAOYSA-N,"4-N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-1-N-cyclopentylpiperidine-1,4-dicarboxamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
528,70965090,-8.8,-8.1,-7.8,"Tert-butyl 4-[2-[(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)amino]-2-oxoethyl]piperidine-1-carboxylate",SCHEMBL13669935,566.1,C29H36ClN7O3,121,962,3.7,40,3,8,5,"InChI=1S/C29H36ClN7O3/c1-29(2,3)40-28(39)37-10-8-18(9-11-37)13-25(38)35-24-7-6-21-14-20(24)5-4-19-12-22(16-31-15-19)34-27-32-17-23(30)26(33-21)36-27/h6-7,14-19H,4-5,8-13H2,1-3H3,(H,35,38)(H2,32,33,34,36)",CC(C)(C)OC(=O)N1CCC(CC1)CC(=O)NC2=C3CCC4CC(=CN=C4)NC5=NC=C(C(=N5)NC(=C3)C=C2)Cl,AWGCBUCSCMGXPA-UHFFFAOYSA-N,"tert-butyl 4-[2-[(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)amino]-2-oxoethyl]piperidine-1-carboxylate",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
529,70965091,-9.8,-8.9,-8.8,"N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(20),3,5,7(22),9(21),10,12,16-octaen-12-yl)-2-(2-methyl-1H-indol-3-yl)acetamide",SCHEMBL13669936,511,C29H27ClN6O,94.7,894,5.7,37,4,5,3,"InChI=1S/C29H27ClN6O/c1-17-23(22-7-2-3-8-26(22)32-17)15-27(37)35-25-12-11-21-14-19(25)10-9-18-5-4-6-20(13-18)34-29-31-16-24(30)28(33-21)36-29/h2-3,5,7-8,11-14,16,32H,4,6,9-10,15H2,1H3,(H,35,37)(H2,31,33,34,36)",CC1=C(C2=CC=CC=C2N1)CC(=O)NC3=C4CCC5=CCCC(=C5)NC6=NC=C(C(=N6)NC(=C4)C=C3)Cl,QDWJSSZATMNCAT-UHFFFAOYSA-N,"N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(20),3,5,7(22),9(21),10,12,16-octaen-12-yl)-2-(2-methyl-1H-indol-3-yl)acetamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
530,70965092,-8.5,-8.1,-8,"2-(1-acetylpiperidin-4-yl)-N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)acetamide",SCHEMBL13669937,508,C26H30ClN7O2,112,859,2.4,36,3,7,3,"InChI=1S/C26H30ClN7O2/c1-16(35)34-8-6-17(7-9-34)11-24(36)32-23-5-4-20-12-19(23)3-2-18-10-21(14-28-13-18)31-26-29-15-22(27)25(30-20)33-26/h4-5,12-15,17-18H,2-3,6-11H2,1H3,(H,32,36)(H2,29,30,31,33)",CC(=O)N1CCC(CC1)CC(=O)NC2=C3CCC4CC(=CN=C4)NC5=NC=C(C(=N5)NC(=C3)C=C2)Cl,SDRUOCYGTIPMOC-UHFFFAOYSA-N,"2-(1-acetylpiperidin-4-yl)-N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)acetamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
531,70965093,-8.5,-8.4,-8.1,"1-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-[(3S)-1-(5-cyclopropyl-1,2-oxazole-3-carbonyl)pyrrolidin-3-yl]urea",SCHEMBL13669938,588.1,C29H30ClN9O3,150,1070,2.7,42,4,9,4,"InChI=1S/C29H30ClN9O3/c30-22-14-32-28-34-21-9-16(12-31-13-21)1-2-18-10-19(33-26(22)37-28)5-6-23(18)36-29(41)35-20-7-8-39(15-20)27(40)24-11-25(42-38-24)17-3-4-17/h5-6,10-14,16-17,20H,1-4,7-9,15H2,(H2,35,36,41)(H2,32,33,34,37)/t16?,20-/m0/s1",C1CN(C[C@H]1NC(=O)NC2=C3CCC4CC(=CN=C4)NC5=NC=C(C(=N5)NC(=C3)C=C2)Cl)C(=O)C6=NOC(=C6)C7CC7,NRYZLTQRAOUFSL-FZCLLLDFSA-N,"1-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-[(3S)-1-(5-cyclopropyl-1,2-oxazole-3-carbonyl)pyrrolidin-3-yl]urea",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
532,70965094,-8.2,-7.9,-7.8,"N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(20),3,5,7(22),9(21),10,12,16-octaen-12-yl)-2-pyridin-4-ylacetamide",SCHEMBL13669939,458.9,C25H23ClN6O,91.8,751,4.1,33,3,6,3,"InChI=1S/C25H23ClN6O/c26-21-15-28-25-30-19-3-1-2-16(12-19)4-5-18-14-20(29-24(21)32-25)6-7-22(18)31-23(33)13-17-8-10-27-11-9-17/h2,6-12,14-15H,1,3-5,13H2,(H,31,33)(H2,28,29,30,32)",C1CC2=CC(=C1)CCC3=C(C=CC(=C3)NC4=NC(=NC=C4Cl)N2)NC(=O)CC5=CC=NC=C5,KUSMWLLORGSDDV-UHFFFAOYSA-N,"N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(20),3,5,7(22),9(21),10,12,16-octaen-12-yl)-2-pyridin-4-ylacetamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
533,70965095,-7.7,-7.6,-7.5,"(2S)-N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)pyrrolidine-2-carboxamide",SCHEMBL13669940,436.9,C23H25ClN6O,91,714,4.2,31,4,6,2,"InChI=1S/C23H25ClN6O/c24-18-13-26-23-28-16-4-1-3-14(11-16)6-7-15-12-17(27-21(18)30-23)8-9-19(15)29-22(31)20-5-2-10-25-20/h1,3-4,8-9,12-14,20,25H,2,5-7,10-11H2,(H,29,31)(H2,26,27,28,30)/t14?,20-/m0/s1",C1C[C@H](NC1)C(=O)NC2=C3CCC4CC(=CC=C4)NC5=NC=C(C(=N5)NC(=C3)C=C2)Cl,SPGPMHKBKQTMAH-LGTGAQBVSA-N,"(2S)-N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)pyrrolidine-2-carboxamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
534,70965096,-8.9,-8.8,-8.8,"N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-2-[1-([1,3]oxazolo[5,4-b]pyridin-2-yl)piperidin-4-yl]acetamide",SCHEMBL13669943,583.1,C31H31ClN8O2,121,1010,6,42,3,9,4,"InChI=1S/C31H31ClN8O2/c32-24-18-34-30-36-22-4-1-3-19(15-22)6-7-21-17-23(35-28(24)39-30)8-9-25(21)37-27(41)16-20-10-13-40(14-11-20)31-38-26-5-2-12-33-29(26)42-31/h1-5,8-9,12,17-20H,6-7,10-11,13-16H2,(H,37,41)(H2,34,35,36,39)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CC=CC1C4)NC(=O)CC5CCN(CC5)C6=NC7=C(O6)N=CC=C7,JKDNKNKMANPYTO-UHFFFAOYSA-N,"N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-2-[1-([1,3]oxazolo[5,4-b]pyridin-2-yl)piperidin-4-yl]acetamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
535,70965097,-9,-8.3,-7.8,"N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-2-[1-(2-thiabicyclo[4.1.0]hept-3-ene-1-carbonyl)piperidin-4-yl]acetamide",SCHEMBL13669945,604.2,C31H34ClN7O2S,137,1130,3.7,42,3,8,4,"InChI=1S/C31H34ClN7O2S/c32-25-18-34-30-36-24-12-20(16-33-17-24)3-4-21-14-23(35-28(25)38-30)5-6-26(21)37-27(40)13-19-7-9-39(10-8-19)29(41)31-15-22(31)2-1-11-42-31/h1,5-6,11,14,16-20,22H,2-4,7-10,12-13,15H2,(H,37,40)(H2,34,35,36,38)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CN=CC1C4)NC(=O)CC5CCN(CC5)C(=O)C67CC6CC=CS7,UICKSWQZFIQCOF-UHFFFAOYSA-N,"N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-2-[1-(2-thiabicyclo[4.1.0]hept-3-ene-1-carbonyl)piperidin-4-yl]acetamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
